,SKR,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 18 ,  , -   ,  ,  , -   , 438 ," 15,365 ",  , 2 , 11 , -   , -   , Over Fuel ,  , D4S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
5,SKR,Jaferabad,28-Nov,Fri,#REF!,,,, 85 , 1 ," 2,064 ", -   , 11 , 4 , 97 , 12 , 761 , 165 , 251 ," 7,000 "," 2,718 "," 19,647 ", 26 , 9 , 10 , 1 , 267 , Over Fuel , Exp:11.0 km/L | Act:3.7 km/L [___בבבבבבב] -7.3 km/L , D5S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,SKR,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 2 ,  , -   ,  ,  , -   , 58 ," 19,589 ",  , 0 , 11 , -   , -   , Over Fuel ,  , D5S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
6,SKR,Ranipur,29-Nov,Sat,#REF!,,,, 180 , 3 , -   , -   , 11 ,  , 123 , (57), 920 , 42 ,  , -   ," 2,986 "," 16,603 ",  , 11 , 11 , -   , -   , Over Fuel ,  , D6S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,SKR,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 7 ,  , -   ,  ,  , -   , 158 ," 16,445 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D6S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
7,SKR,Mehrabpur,01-Dec,Mon,#REF!,,,, 45 , 1 ," 1,104 ", Via Moro Bridge , 11 , 1 , 25 , (20)," 1,012 ", 71 , 126 ," 8,000 "," 1,571 "," 22,873 ", 30 , 2 , 4 , 7 , 270 , Over Fuel , Exp:11.0 km/L | Act:0.8 km/L [_בבבבבבבבב] -10.2 km/L , D7S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,SKR,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 4 ,  , -   ,  ,  , -   , 100 ," 22,773 ",  , 0 , 11 , -   , -   , Over Fuel ,  , D7S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
8,SKR,Dadu,02-Dec,Tue,#REF!,,,, 110 , 2 ," 2,662 ", -   , 11 , 1 , 45 , (65)," 1,139 ", 83 , 546 ," 11,000 ", 915 ," 32,858 ", 41 , 4 , 13 , (2), 266 , Over Fuel , Exp:11.0 km/L | Act:1.1 km/L [_בבבבבבבבב] -9.9 km/L , D8S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,SKR,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 2 ,  , -   ,  ,  , -   , 50 ," 32,808 ",  , 0 , 11 , -   , -   , Over Fuel ,  , D8S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
9,DGK,Muzaffar Ghar ,03-Dec,Wed,#REF!,,,, 480 , 8 ," 11,612 ", -   , 11 , 21 , 400 , (80)," 1,685 ", 170 , 126 ," 5,000 "," 15,950 "," 21,859 ", 19 , 36 , 7 , 4 , 266 , OK , Exp:11.0 km/L | Act:21.3 km/L [__________] +10.3 km/L , D9S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 4 ,  , -   ,  ,  , -   , 85 ," 21,774 ",  , 0 , 11 , -   , -   , Over Fuel ,  , D9S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 21 ,  , -   ,  ,  , -   , 504 ," 21,270 ",  , 2 , 11 , -   , -   , Over Fuel ,  , D9S3 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
10,DGK,Kot Adu,04-Dec,Thu,#REF!,,,, 55 , 1 ," 1,334 ", -   , 11 , 2 , 42 , (13)," 1,810 ", 93 , 79 ," 5,000 "," 2,635 "," 23,635 ", 19 , 4 , 4 , 7 , 267 , Over Fuel , Exp:11.0 km/L | Act:2.2 km/L [__בבבבבבבב] -8.8 km/L , D10S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 121 ,  , -   ,  ,  , -   , 215 ," 23,420 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D10S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
11,DGK,Karor Lal esan,05-Dec,Fri,#REF!,,,, 90 , 2 ," 2,165 ", -   , 11 , 3 , 62 , (28)," 1,889 ", 51 , 249 ," 6,000 "," 1,491 "," 27,929 ", 23 , 6 , 11 , -   , 265 , Over Fuel , Exp:11.0 km/L | Act:2.7 km/L [__בבבבבבבב] -8.3 km/L , D11S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 10 ,  , -   ,  ,  , -   , 235 ," 27,693 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D11S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 24 ,  , -   ,  ,  , -   , 589 ," 27,105 ",  , 2 , 11 , -   , -   , Over Fuel ,  , D11S3 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
12,DGK,Bhakkar,06-Dec,Sat,#REF!,,,, 50 , 1 ," 1,211 ", -   , 11 , 1 , 15 , (35)," 2,041 ", 198 , 289 ," 7,000 ", 356 ," 33,749 ", 26 , 1 , 11 , -   , 266 , Over Fuel , Exp:11.0 km/L | Act:0.6 km/L [_בבבבבבבבב] -10.4 km/L , D12S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 34 ,  , -   ,  ,  , -   , 817 ," 32,932 ",  , 3 , 11 , -   , -   , Over Fuel ,  , D12S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 27 ,  , -   ,  ,  , -   , 644 ," 32,288 ",  , 2 , 11 , -   , -   , Over Fuel ,  , D12S3 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
13,DGK,Mianwali,08-Dec,Mon,#REF!,,,, 100 , 2 ," 2,419 ", -   , 11 , 4 , 111 , 11 ," 2,282 ", 168 , 289 ," 7,000 "," 2,696 "," 36,592 ", 26 , 10 , 11 , -   , 266 , Over Fuel , Exp:11.0 km/L | Act:4.2 km/L [____בבבבבב] -6.8 km/L , D13S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 15 ,  , -   ,  ,  , -   , 363 ," 36,229 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D13S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
,DGK,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 23 ,  , -   ,  ,  , -   , 564 ," 35,665 ",  , 2 , 11 , -   , -   , Over Fuel ,  , D13S3 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,,,,,,#REF!,  ,#REF!,#REF!,  
14,FSD,Sargodha,09-Dec,Tue,#REF!,,,, 165 , 3 ," 4,001 ", -   , 11 , 16 , 124 , (41)," 2,610 ", 228 , 82 ," 2,000 "," 2,990 "," 34,674 ", 7 , 11 , 11 , -   , 267 , OK , Exp:11.0 km/L | Act:16.5 km/L [__________] +5.5 km/L , D14S1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
,FSD,,,,#REF!,,,, -   ,  ,  , -   , 11 ,  , 11 ,  , -   ,  ,  , -   , 272 ," 34,403 ",  , 1 , 11 , -   , -   , Over Fuel ,  , D14S2 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,   ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, 1 ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,  ,#REF!,#REF!,  
